0.19,0.31,0.0,0.01517,1375.0,0.03,0.0
0.21,0.03,0.0,0.02224,1375.0,0.03,0.0
0.23,-0.11,-0.0,0.01807,1375.0,0.02,0.0
0.25,-0.22,0.0,0.02084,1375.0,-0.01,0.0
0.27,-0.31,0.0,0.01847,1375.0,-0.04,0.0
0.28,-0.54,-0.0,0.01615,1375.0,-0.09,-0.0
0.3,-0.55,-0.0,0.01782,1375.0,-0.13,-0.0
0.33,-0.65,-0.01,0.02719,1375.0,-0.19,-0.0
0.34,-0.77,-0.0,0.01782,1375.0,-0.24,-0.0
0.36,-0.93,0.0,0.01744,1375.0,-0.31,-0.0
0.38,-1.04,-0.01,0.01762,1375.0,-0.39,-0.0
0.4,-1.03,-0.0,0.02168,1375.0,-0.45,-0.0
0.42,-1.13,0.0,0.02114,1375.0,-0.52,-0.0
0.44,-1.22,-0.0,0.0219,1375.0,-0.59,-0.0
0.47,-1.22,0.0,0.02433,1375.0,-0.65,0.0
0.5,-1.25,-0.0,0.03216,1375.0,-0.71,0.0
0.52,-1.27,0.0,0.01802,1375.0,-0.77,0.0
0.54,-1.26,0.0,0.01735,1375.0,-0.82,0.0
0.57,-1.27,0.0,0.0371,1375.0,-0.86,0.0
0.59,-1.23,-0.0,0.01603,1375.0,-0.9,-0.0
0.61,-1.24,-0.0,0.0167,1375.0,-0.93,-0.0
0.63,-1.24,-0.0,0.01969,1375.0,-0.96,-0.0
0.65,-1.27,0.0,0.02026,1375.0,-0.99,-0.0
0.66,-1.31,0.0,0.01586,1375.0,-1.03,0.0
0.68,-1.31,-0.0,0.01557,1375.0,-1.05,-0.0
0.69,-1.35,0.0,0.01616,1375.0,-1.08,0.0
0.72,-1.33,0.0,0.02478,1375.0,-1.11,0.0
0.73,-1.42,-0.0,0.0161,1375.0,-1.14,-0.0
0.75,-1.38,-0.0,0.01587,1375.0,-1.16,-0.0
0.77,-1.49,-0.0,0.01609,1375.0,-1.2,-0.0
0.79,-1.43,0.0,0.02335,1375.0,-1.22,-0.0
0.81,-1.38,-0.0,0.02075,1375.0,-1.24,-0.0
0.83,-1.42,0.0,0.01749,1375.0,-1.26,0.0
0.84,-1.43,-0.0,0.01464,1375.0,-1.27,-0.0
0.87,-1.48,-0.0,0.02999,1375.0,-1.29,-0.0
0.89,-1.5,0.0,0.01667,1375.0,-1.32,-0.0
0.91,-1.52,-0.0,0.01788,1375.0,-1.34,-0.0
0.92,-1.45,0.0,0.01632,1375.0,-1.35,0.0
0.94,-1.55,-0.0,0.0162,1375.0,-1.37,-0.0
0.96,-1.62,0.0,0.01796,1375.0,-1.39,-0.0
0.97,-1.65,0.0,0.01592,1375.0,-1.42,0.0
0.99,-1.72,0.0,0.01709,1375.0,-1.45,0.0
1.01,-1.7,-0.0,0.01637,1375.0,-1.47,0.0
1.02,-1.77,-0.0,0.01719,1375.0,-1.5,-0.0
1.04,-1.74,-0.0,0.01441,1375.0,-1.53,-0.0
1.06,-1.72,0.0,0.01817,1375.0,-1.55,-0.0
1.07,-1.7,-0.0,0.01655,1375.0,-1.56,-0.0
1.09,-1.63,0.0,0.01605,1375.0,-1.57,-0.0
1.1,-1.55,-0.0,0.01569,1375.0,-1.57,-0.0
1.12,-1.55,0.0,0.01691,1375.0,-1.57,-0.0
1.14,-1.57,0.0,0.01585,1375.0,-1.57,0.0
1.16,-1.59,0.0,0.01779,1375.0,-1.57,0.0
1.17,-1.55,-0.0,0.01561,1375.0,-1.57,-0.0
1.19,-1.53,-0.0,0.02128,1375.0,-1.56,-0.0
1.22,-1.51,-0.0,0.02599,1375.0,-1.56,-0.0
1.23,-1.53,-0.0,0.0163,1375.0,-1.55,-0.0
1.25,-1.63,0.0,0.01935,1375.0,-1.56,-0.0
